Date,Dealer,City ,Product ,Vehicle,Shipped  ,Returned
01-01-2007,12,PUN,123890123,Vikram,16,0
01-01-2007,17,NAG,123123456,Minitruck,12,3
01-01-2007,15,PUN,123457765,Minitruck,4,1
01-01-2007,3,MUM,112456765,Minitruck,7,1
01-01-2007,15,PUN,222070234,AutoRick,9,0
01-01-2007,21,NAG,222123789,AutoRick,13,0
01-01-2007,10,PUN,321678123,Minitruck,26,1
01-01-2007,35,KOL,111456345,AutoRick,11,0
01-01-2007,17,NAG,343056123,AutoRick,3,0
01-01-2007,33,KOL,123456765,AutoRick,3,0
01-01-2007,34,KOL,121123987,Minitruck,48,12
01-01-2007,12,PUN,343056123,Minitruck,40,1
01-01-2007,47,GOA,222890765,Minitruck,25,0
01-01-2007,41,GOA,343890678,Minitruck,21,0
01-01-2007,16,NAG,213070678,Vikram,10,0
01-01-2007,49,GOA,232456890,Vikram,10,0
01-01-2007,21,NAG,121345678,AutoRick,3,0
01-01-2007,24,KOL,123345765,Vikram,21,1
01-01-2007,21,NAG,343457678,Vikram,13,0
01-01-2007,15,PUN,232345456,Minitruck,21,1
01-01-2007,43,GOA,111456789,Vikram,20,1
01-01-2007,47,GOA,321679890,AutoRick,5,1
01-01-2007,17,NAG,121567456,Minitruck,41,9
01-01-2007,28,KOL,222890678,Vikram,7,1
01-01-2007,47,GOA,222056345,Vikram,14,0
01-01-2007,14,PUN,321456456,AutoRick,7,0
01-01-2007,6,MUM,121679987,Minitruck,11,3
01-01-2007,41,GOA,121457987,Vikram,15,0
01-01-2007,10,PUN,232345987,Vikram,21,1
01-01-2007,10,PUN,213457456,Vikram,8,1
01-01-2007,16,NAG,343456678,Vikram,17,0
01-01-2007,17,NAG,121457987,Minitruck,23,0
01-01-2007,43,GOA,121678456,Minitruck,6,1
01-01-2007,7,MUM,111678987,AutoRick,14,3
01-01-2007,2,MUM,232457234,AutoRick,15,3
01-01-2007,17,NAG,112345567,Minitruck,8,0
01-01-2007,7,MUM,222890345,Minitruck,40,2
01-01-2007,20,NAG,123678456,AutoRick,12,0
01-01-2007,35,KOL,111678987,Minitruck,40,1
01-01-2007,47,GOA,222056987,AutoRick,3,0
01-01-2007,3,MUM,222123678,Vikram,13,1
01-01-2007,21,NAG,222457789,Vikram,11,1
01-01-2007,14,PUN,121056987,AutoRick,11,0
01-01-2007,7,MUM,232070345,Vikram,18,0
01-01-2007,34,KOL,112567456,Vikram,2,0
01-01-2007,3,MUM,111056345,Minitruck,5,1
01-01-2007,17,NAG,111123987,Minitruck,14,2
01-01-2007,15,PUN,222345123,Vikram,3,0
01-01-2007,28,KOL,121456765,Vikram,20,0
01-01-2007,22,KOL,333567890,Vikram,8,1
01-01-2007,14,PUN,321567987,Minitruck,12,2
01-01-2007,15,PUN,333679123,Minitruck,29,2
01-01-2007,7,MUM,232456567,Minitruck,7,2
01-01-2007,16,NAG,222567987,AutoRick,2,0
01-01-2007,20,NAG,111070789,Minitruck,10,2
01-01-2007,15,PUN,333123123,AutoRick,3,0
01-01-2007,17,NAG,213890234,Vikram,1,0
01-01-2007,41,GOA,222123123,Minitruck,18,0
01-01-2007,43,GOA,112890456,Vikram,9,1
01-01-2007,12,PUN,112345234,AutoRick,13,0
01-01-2007,15,PUN,232678345,AutoRick,4,0
01-01-2007,15,PUN,111679789,AutoRick,9,0
01-01-2007,8,PUN,112457123,Vikram,7,1
01-01-2007,17,NAG,232567567,Minitruck,29,1
01-01-2007,17,NAG,111457345,AutoRick,15,3
01-01-2007,14,PUN,111070765,Vikram,10,0
01-01-2007,3,MUM,333056345,AutoRick,13,8
01-01-2007,2,MUM,123070345,Vikram,18,0
01-01-2007,22,KOL,213679123,Vikram,7,1
01-01-2007,7,MUM,321345234,Vikram,8,1
01-01-2007,41,GOA,232123456,Minitruck,3,0
01-01-2007,34,KOL,333056789,Minitruck,12,3
01-01-2007,24,KOL,123456987,AutoRick,10,0
01-01-2007,8,PUN,112123456,Minitruck,37,1
01-01-2007,6,MUM,213070890,AutoRick,13,0
01-01-2007,3,MUM,121070234,Vikram,2,0
01-01-2007,2,MUM,121070123,AutoRick,14,3
01-01-2007,24,KOL,232679567,Minitruck,49,11
01-01-2007,14,PUN,222456234,Vikram,25,5
01-01-2007,33,KOL,333345789,AutoRick,13,1
01-01-2007,36,KOL,112456987,Minitruck,32,0
01-01-2007,16,NAG,343345987,AutoRick,4,0
01-01-2007,34,KOL,232679345,Vikram,24,5
01-01-2007,21,NAG,123457123,AutoRick,4,0
01-01-2007,21,NAG,333678765,Minitruck,46,12
01-01-2007,21,NAG,321070890,Minitruck,38,1
01-01-2007,36,KOL,112345345,Minitruck,28,0
01-01-2007,35,KOL,111056890,Vikram,14,0
01-01-2007,16,NAG,111345987,Vikram,25,5
01-01-2007,17,NAG,111345890,AutoRick,8,0
01-01-2007,34,KOL,222056234,Vikram,5,1
01-01-2007,47,GOA,222457890,AutoRick,15,3
01-01-2007,3,MUM,112123345,Vikram,18,0
01-01-2007,34,KOL,222345987,AutoRick,9,0
01-01-2007,6,MUM,222123234,Vikram,9,2
01-01-2007,21,NAG,333456567,Minitruck,48,10
01-01-2007,34,KOL,333679890,AutoRick,4,0
01-01-2007,47,GOA,232890765,AutoRick,1,0
01-01-2007,22,KOL,123457789,Minitruck,28,0
01-01-2007,2,MUM,112679123,Minitruck,19,1
01-01-2007,10,PUN,222679123,AutoRick,9,0
01-01-2007,12,PUN,333679567,AutoRick,9,0
01-01-2007,47,GOA,123345123,Vikram,6,1
01-01-2007,24,KOL,222679987,Vikram,8,1
01-01-2007,16,NAG,343056789,Vikram,21,1
01-01-2007,47,GOA,222123765,Vikram,16,1
01-01-2007,28,KOL,123056678,Vikram,18,0
01-01-2007,28,KOL,222679789,Minitruck,32,3
01-01-2007,22,KOL,222678890,Minitruck,50,9
01-01-2007,22,KOL,232679789,Minitruck,11,3
01-01-2007,16,NAG,111567345,Vikram,12,1
01-01-2007,28,KOL,343890123,Vikram,13,0
01-01-2007,7,MUM,343456789,Minitruck,16,1
01-01-2007,20,NAG,222567234,Minitruck,28,0
01-01-2007,16,NAG,213890789,Vikram,4,0
01-01-2007,2,MUM,213890123,Vikram,24,5
01-01-2007,16,NAG,222457789,Vikram,20,1
01-01-2007,12,PUN,112345234,AutoRick,4,0
01-01-2007,20,NAG,333345123,Vikram,8,1
01-01-2007,20,NAG,123345890,AutoRick,2,0
01-01-2007,10,PUN,213890234,Minitruck,27,0
01-01-2007,16,NAG,222678456,Vikram,15,0
01-01-2007,22,KOL,213345890,AutoRick,9,0
01-01-2007,21,NAG,112678567,Minitruck,16,0
01-01-2007,17,NAG,333679678,Vikram,18,1
01-01-2007,41,GOA,232123123,Minitruck,24,1
01-01-2007,43,GOA,123678345,Minitruck,40,1
01-01-2007,12,PUN,321457789,AutoRick,8,0
01-01-2007,15,PUN,112457987,Minitruck,38,1
01-01-2007,16,NAG,222456123,Minitruck,38,0
01-01-2007,3,MUM,333070456,AutoRick,7,3
01-01-2007,24,KOL,123056987,Minitruck,48,10
01-01-2007,21,NAG,333567678,Vikram,17,1
01-01-2007,21,NAG,213456345,Minitruck,24,2
01-01-2007,8,PUN,213890567,AutoRick,4,0
01-01-2007,12,PUN,112890345,AutoRick,9,0
01-01-2007,35,KOL,112123890,AutoRick,8,0
01-01-2007,2,MUM,121070890,Vikram,7,1
01-01-2007,16,NAG,121678123,Vikram,24,5
01-01-2007,49,GOA,333345789,Vikram,12,0
01-01-2007,21,NAG,232056456,Vikram,19,1
01-01-2007,3,MUM,232456345,AutoRick,7,3
01-01-2007,41,GOA,112679890,Minitruck,6,1
01-01-2007,10,PUN,111457345,AutoRick,9,0
01-01-2007,6,MUM,222345890,AutoRick,1,0
01-01-2007,24,KOL,321678678,AutoRick,1,0
01-01-2007,21,NAG,111678765,Minitruck,46,5
01-01-2007,35,KOL,321123890,AutoRick,12,1
01-01-2007,8,PUN,321678123,Minitruck,44,4
01-01-2007,34,KOL,222456678,AutoRick,5,1
01-01-2007,20,NAG,111056890,AutoRick,1,0
01-01-2007,20,NAG,232070123,AutoRick,3,0
01-01-2007,6,MUM,333678345,AutoRick,7,0
01-01-2007,17,NAG,121345890,Vikram,3,0
01-01-2007,12,PUN,333567234,AutoRick,10,0
01-01-2007,6,MUM,123345456,AutoRick,1,0
01-01-2007,20,NAG,333678123,AutoRick,9,0
01-01-2007,22,KOL,213678678,Minitruck,29,0
01-01-2007,22,KOL,333457789,Minitruck,35,1
01-01-2007,17,NAG,232457567,Minitruck,36,1
01-01-2007,14,PUN,111123345,AutoRick,11,0
01-01-2007,21,NAG,213456567,Minitruck,4,0
01-01-2007,15,PUN,222457789,Minitruck,42,9
01-01-2007,22,KOL,343123890,Vikram,22,0
01-01-2007,47,GOA,321345890,Minitruck,33,2
01-01-2007,49,GOA,222567678,Vikram,22,1
01-01-2007,28,KOL,112678345,Minitruck,42,6
01-01-2007,28,KOL,321123765,Minitruck,22,2
01-01-2007,12,PUN,222890789,Minitruck,15,0
01-01-2007,21,NAG,112456123,AutoRick,9,0
01-01-2007,3,MUM,321456123,Vikram,9,2
01-01-2007,34,KOL,333456765,Minitruck,6,1
01-01-2007,21,NAG,232123890,Minitruck,12,3
01-01-2007,17,NAG,123678567,AutoRick,2,0
01-01-2007,47,GOA,111679567,AutoRick,1,0
01-01-2007,7,MUM,112056345,AutoRick,1,0
01-01-2007,3,MUM,121567567,Minitruck,45,12
01-01-2007,3,MUM,111123234,Minitruck,42,8
01-01-2007,12,PUN,111123456,Minitruck,45,10
01-01-2007,6,MUM,123456234,Minitruck,18,1
01-01-2007,14,PUN,321070234,Vikram,15,0
01-01-2007,15,PUN,213678456,Minitruck,28,1
01-01-2007,14,PUN,222056234,AutoRick,12,0
01-01-2007,15,PUN,213679987,AutoRick,7,0
01-01-2007,3,MUM,112890890,Vikram,7,1
01-01-2007,16,NAG,213890987,Minitruck,36,1
01-01-2007,21,NAG,222345678,Minitruck,3,0
01-01-2007,35,KOL,333679789,Minitruck,31,1
01-01-2007,12,PUN,111345345,AutoRick,1,0
01-01-2007,7,MUM,321345123,Minitruck,15,0
01-01-2007,10,PUN,121070765,Minitruck,6,0
01-01-2007,41,GOA,222056987,Minitruck,24,0
01-01-2007,47,GOA,232457234,AutoRick,7,0
01-01-2007,36,KOL,112123123,AutoRick,10,0
01-01-2007,41,GOA,333457234,Minitruck,12,2
01-01-2007,43,GOA,333056987,Vikram,13,0
01-01-2007,28,KOL,232678123,AutoRick,14,3
01-01-2007,21,NAG,321345789,Minitruck,23,1
01-01-2007,28,KOL,232457789,Vikram,3,0
01-01-2007,6,MUM,321678345,Minitruck,11,2
01-01-2007,21,NAG,111678123,Minitruck,49,13
01-01-2007,35,KOL,123070890,AutoRick,6,0
01-01-2007,16,NAG,213679987,Minitruck,46,11
01-01-2007,24,KOL,343456345,Vikram,13,1
01-01-2007,2,MUM,121457987,Minitruck,29,0
01-01-2007,36,KOL,121457765,AutoRick,15,3
01-01-2007,3,MUM,111567567,Minitruck,34,0
01-01-2007,49,GOA,213123123,AutoRick,8,0
01-01-2007,3,MUM,121890890,AutoRick,2,0
01-01-2007,34,KOL,343123123,Minitruck,23,1
01-01-2007,35,KOL,123679789,AutoRick,8,0
01-01-2007,49,GOA,343456890,AutoRick,14,3
01-01-2007,28,KOL,222056678,Minitruck,16,1
01-02-2007,12,PUN,111070890,Minitruck,26,0
01-02-2007,47,GOA,232679234,Minitruck,39,2
01-02-2007,17,NAG,222345345,Minitruck,49,9
01-02-2007,16,NAG,121056678,Vikram,1,0
01-02-2007,47,GOA,111457345,Vikram,10,0
01-02-2007,12,PUN,232070789,Minitruck,33,0
01-02-2007,16,NAG,222678789,AutoRick,8,0
01-02-2007,20,NAG,111457234,Minitruck,26,0
01-02-2007,47,GOA,321678765,Minitruck,23,1
01-02-2007,12,PUN,343345345,Vikram,12,0
01-02-2007,43,GOA,213678890,AutoRick,12,0
01-02-2007,33,KOL,213567765,Minitruck,45,7
01-02-2007,33,KOL,111456567,Vikram,12,0
01-02-2007,8,PUN,222456345,Vikram,5,1
01-02-2007,6,MUM,213456890,AutoRick,9,0
01-02-2007,14,PUN,222678890,Minitruck,32,0
01-02-2007,10,PUN,222056456,Vikram,9,2
01-02-2007,43,GOA,111070890,AutoRick,9,0
01-02-2007,17,NAG,343070456,Vikram,12,0
01-02-2007,33,KOL,123456345,Minitruck,50,12
01-02-2007,17,NAG,121056345,AutoRick,5,1
01-02-2007,7,MUM,333890765,Minitruck,17,0
01-02-2007,49,GOA,222890765,AutoRick,1,0
01-02-2007,16,NAG,321679789,Vikram,5,1
01-02-2007,6,MUM,321457789,Minitruck,19,0
01-02-2007,22,KOL,123456123,Vikram,21,1
01-02-2007,36,KOL,343123567,Vikram,13,0
01-02-2007,17,NAG,213679678,Minitruck,15,0
01-02-2007,2,MUM,123457789,Minitruck,21,1
01-02-2007,3,MUM,333457123,Minitruck,37,1
01-02-2007,15,PUN,321345345,Minitruck,14,2
01-02-2007,33,KOL,222679987,Minitruck,42,7
01-02-2007,14,PUN,333070678,AutoRick,7,0
01-02-2007,35,KOL,222567678,AutoRick,10,0
01-02-2007,3,MUM,213056456,AutoRick,10,5
01-02-2007,2,MUM,112679765,Vikram,15,0
01-02-2007,2,MUM,321345890,Vikram,14,0
01-02-2007,20,NAG,222123678,Vikram,3,0
01-02-2007,15,PUN,222123765,Vikram,25,5
01-02-2007,22,KOL,111070789,Vikram,23,4
01-02-2007,7,MUM,111345765,Vikram,3,0
01-02-2007,7,MUM,121678123,Vikram,16,0
01-02-2007,49,GOA,123678345,Minitruck,28,0
01-02-2007,12,PUN,213890890,Vikram,13,0
01-02-2007,15,PUN,232345765,Minitruck,25,0
01-02-2007,17,NAG,333056987,Vikram,21,0
01-02-2007,22,KOL,121890234,Vikram,13,0
01-02-2007,7,MUM,213056345,Vikram,10,0
01-02-2007,36,KOL,213123456,Minitruck,14,1
01-02-2007,21,NAG,333678987,Minitruck,13,3
01-02-2007,6,MUM,343456678,Minitruck,34,1
01-02-2007,28,KOL,333056789,AutoRick,1,0
01-02-2007,34,KOL,213056789,Vikram,3,0
01-02-2007,36,KOL,232678234,Vikram,1,0
01-02-2007,6,MUM,123345678,Minitruck,43,8
01-02-2007,17,NAG,213123234,Minitruck,21,1
01-02-2007,10,PUN,343890123,Minitruck,47,12
01-02-2007,47,GOA,213679123,Minitruck,49,6
01-02-2007,17,NAG,232678987,Vikram,22,1
01-02-2007,24,KOL,321056456,AutoRick,6,0
01-02-2007,28,KOL,111123678,AutoRick,5,1
01-02-2007,47,GOA,232070890,AutoRick,4,0
01-02-2007,3,MUM,333345234,AutoRick,2,0
01-02-2007,22,KOL,112070567,Minitruck,25,0
01-02-2007,49,GOA,111456765,Vikram,17,1
01-02-2007,41,GOA,321567789,Vikram,23,5
01-02-2007,16,NAG,111456123,Vikram,6,1
01-02-2007,36,KOL,321678987,AutoRick,15,3
01-02-2007,21,NAG,321456567,AutoRick,10,0
01-02-2007,34,KOL,222567345,Minitruck,16,1
01-02-2007,22,KOL,321056765,Vikram,21,0
01-02-2007,10,PUN,112345567,AutoRick,6,0
01-02-2007,3,MUM,123456765,AutoRick,8,3
01-02-2007,17,NAG,321123987,Vikram,12,0
01-02-2007,16,NAG,111567456,Minitruck,48,5
01-02-2007,41,GOA,222123456,AutoRick,2,0
01-02-2007,8,PUN,232345456,AutoRick,15,3
01-02-2007,47,GOA,112567890,Minitruck,17,0
01-02-2007,34,KOL,123456567,Minitruck,4,0
01-02-2007,21,NAG,333070234,Minitruck,45,6
01-02-2007,16,NAG,121678765,Vikram,1,0
01-02-2007,15,PUN,111345123,Minitruck,28,0
01-02-2007,17,NAG,111890234,Minitruck,2,0
01-02-2007,41,GOA,222679789,AutoRick,5,1
01-02-2007,41,GOA,123678345,Vikram,25,5
01-02-2007,2,MUM,111567765,AutoRick,11,0
01-02-2007,34,KOL,112678765,Vikram,9,2
01-02-2007,6,MUM,213678345,Minitruck,8,1
01-02-2007,3,MUM,213678345,Minitruck,17,0
01-02-2007,17,NAG,232056234,Minitruck,7,1
01-02-2007,22,KOL,321567678,Minitruck,45,5
01-02-2007,35,KOL,111456456,AutoRick,5,1
01-02-2007,15,PUN,333679678,AutoRick,8,0
01-02-2007,28,KOL,333070678,Minitruck,33,0
01-02-2007,3,MUM,213678234,Vikram,19,0
01-02-2007,24,KOL,112679765,AutoRick,2,0
01-02-2007,6,MUM,333679789,AutoRick,4,0
01-02-2007,12,PUN,111070567,Vikram,10,0
01-02-2007,15,PUN,112890234,AutoRick,12,0
01-02-2007,10,PUN,321890678,Vikram,10,0
01-02-2007,24,KOL,232679765,Vikram,13,0
01-02-2007,35,KOL,112890890,Vikram,8,1
01-02-2007,17,NAG,123056345,AutoRick,14,2
01-02-2007,35,KOL,222678890,Vikram,3,0
01-02-2007,2,MUM,321345123,AutoRick,12,0
01-02-2007,22,KOL,213679345,Vikram,15,1
01-02-2007,16,NAG,333056987,Minitruck,34,3
01-02-2007,20,NAG,321345987,Vikram,2,0
01-02-2007,3,MUM,213457765,Vikram,15,0
01-02-2007,10,PUN,333123789,Minitruck,44,13
01-02-2007,36,KOL,121890890,Minitruck,44,10
01-02-2007,12,PUN,123456765,Minitruck,8,0
01-02-2007,2,MUM,123345678,AutoRick,5,1
01-02-2007,21,NAG,232890765,Vikram,14,0
01-02-2007,47,GOA,343567987,Vikram,9,2
01-02-2007,12,PUN,343070678,Minitruck,5,1
01-02-2007,3,MUM,112890987,Minitruck,33,0
01-02-2007,21,NAG,121123789,Vikram,22,1
01-02-2007,15,PUN,232070789,AutoRick,11,0
01-02-2007,7,MUM,123457123,Minitruck,23,1
01-02-2007,47,GOA,333567123,Minitruck,15,1
01-02-2007,3,MUM,222056890,Vikram,8,1
01-02-2007,14,PUN,343457678,AutoRick,3,0
01-02-2007,7,MUM,333345123,Vikram,6,1
01-02-2007,35,KOL,222070234,Minitruck,30,2
01-02-2007,16,NAG,232056890,AutoRick,13,0
01-02-2007,47,GOA,121345456,Minitruck,45,5
01-02-2007,7,MUM,213056987,Minitruck,30,2
01-02-2007,47,GOA,333123234,AutoRick,13,0
01-02-2007,17,NAG,333456765,Minitruck,48,5
01-02-2007,17,NAG,112123890,Minitruck,12,1
01-02-2007,20,NAG,333345890,Minitruck,1,0
01-02-2007,17,NAG,321678765,Vikram,11,0
01-02-2007,41,GOA,121056987,Minitruck,43,9
01-02-2007,15,PUN,232457456,AutoRick,9,0
01-02-2007,36,KOL,333070456,AutoRick,3,0
01-02-2007,16,NAG,222345890,Minitruck,11,3
01-02-2007,36,KOL,222567765,Minitruck,9,2
01-02-2007,15,PUN,333678345,AutoRick,6,0
01-02-2007,22,KOL,112123987,Vikram,2,0
01-02-2007,12,PUN,222890123,AutoRick,15,3
01-02-2007,6,MUM,222679890,Minitruck,15,1
01-02-2007,43,GOA,222123765,Minitruck,22,0
01-02-2007,17,NAG,112456567,AutoRick,9,0
01-02-2007,3,MUM,232070789,Minitruck,10,2
01-02-2007,20,NAG,232890765,Vikram,8,1
01-02-2007,10,PUN,232457234,Vikram,12,0
01-02-2007,34,KOL,222070987,Vikram,5,1
01-02-2007,43,GOA,112567678,Vikram,7,1
01-02-2007,43,GOA,112679567,Minitruck,44,9
01-02-2007,15,PUN,232890789,AutoRick,11,0
01-02-2007,36,KOL,123123890,AutoRick,13,0
01-02-2007,36,KOL,213056123,AutoRick,3,0
01-02-2007,12,PUN,321567456,Minitruck,30,0
01-02-2007,17,NAG,333070765,AutoRick,13,0
01-02-2007,17,NAG,111457987,AutoRick,7,0
01-02-2007,8,PUN,321456123,Minitruck,31,0
01-02-2007,21,NAG,111345456,Minitruck,44,8
01-02-2007,7,MUM,343890456,Minitruck,18,1
01-02-2007,16,NAG,343457678,Vikram,2,0
01-02-2007,6,MUM,112456765,AutoRick,12,1
01-02-2007,14,PUN,333456567,AutoRick,4,0
01-02-2007,21,NAG,121679123,Minitruck,41,12
01-02-2007,21,NAG,112457678,Vikram,15,1
01-02-2007,15,PUN,222070123,AutoRick,9,0
01-02-2007,7,MUM,111567678,Minitruck,16,0
01-02-2007,43,GOA,123457789,AutoRick,13,0
01-02-2007,47,GOA,222679789,Minitruck,30,2
01-02-2007,3,MUM,333456987,Vikram,22,0
01-02-2007,20,NAG,111123123,Minitruck,10,2
01-02-2007,7,MUM,222678890,AutoRick,5,1
01-02-2007,21,NAG,321679789,AutoRick,3,0
01-02-2007,10,PUN,123056678,Vikram,16,1
01-02-2007,15,PUN,343456345,Minitruck,30,2
01-02-2007,14,PUN,232678987,Vikram,6,1
01-02-2007,6,MUM,222567456,Vikram,23,4
01-02-2007,12,PUN,222123678,Vikram,23,5
01-02-2007,3,MUM,121567678,Minitruck,40,3
01-02-2007,21,NAG,333070456,Minitruck,13,1
01-02-2007,16,NAG,213456234,Vikram,22,1
01-02-2007,22,KOL,333679890,Vikram,16,0
01-02-2007,33,KOL,121890765,AutoRick,3,0
01-02-2007,17,NAG,222678123,Minitruck,10,1
01-02-2007,14,PUN,111679765,AutoRick,1,0
01-02-2007,20,NAG,121056123,Minitruck,39,0
01-02-2007,16,NAG,232567567,Vikram,13,0
01-02-2007,36,KOL,123345765,AutoRick,12,0
01-02-2007,12,PUN,121456678,Minitruck,21,0
01-02-2007,21,NAG,123678890,Vikram,24,4
01-02-2007,17,NAG,321345456,Vikram,11,0
01-02-2007,21,NAG,123567987,Vikram,4,0
01-02-2007,16,NAG,232070567,Minitruck,5,1
01-02-2007,28,KOL,232456456,AutoRick,11,0
01-02-2007,8,PUN,213890345,Vikram,21,1
01-02-2007,16,NAG,123456987,Vikram,8,1
01-02-2007,20,NAG,232890890,Vikram,3,0
01-02-2007,3,MUM,222679567,Minitruck,2,0
01-02-2007,47,GOA,123890987,Minitruck,24,1
01-02-2007,14,PUN,121567987,Vikram,9,1
